SUDT ACCESSPORT LOG FILE - Monitor mode

监控: COM3
创建时间: 2010-04-27, 10:05:25
计算机名: 齅J奆
系统版本: Microsoft Windows 2000 Server Service Pack 4 (Build 2195)

#       Time        Function                        Data ( Hex )	

1       [00000000]  IRP_MJ_CREATE                   Port Opened - s
2       [00000000]  IOCTL_SERIAL_SET_BAUD_RATE      Baud Rate: 9600
3       [00000000]  IOCTL_SERIAL_SET_LINE_CONTROL   StopBits: 1, Parity: No, DataBits: 8
59      [00006178]  IRP_MJ_READ                     Length: 0008, Data: A7 00 01 00 00 3A A2 00 
60      [00006179]  IRP_MJ_READ                     Length: 0008, Data: 01 00 01 3A 9F 00 01 00 
61      [00006179]  IRP_MJ_READ                     Length: 0008, Data: 01 3A A8 00 01 00 00 FB 
62      [00006180]  IRP_MJ_READ                     Length: 0002, Data: 9C 95 
63      [00007074]  IRP_MJ_WRITE                    Length: 0030, Data: 12 34 56 00 1E 80 01 0B 00 00 00 00 00 10 0B 13 83 29 95 21 50 65 04 13 88 00 11 BC 8C 79 
64      [00007171]  IRP_MJ_WRITE                    Length: 0030, Data: 12 34 56 00 1E 80 01 0B 00 00 00 00 00 10 0B 13 83 29 95 21 50 65 02 13 88 00 10 F5 4C F7 
65      [00007268]  IRP_MJ_WRITE                    Length: 0030, Data: 12 34 56 00 1E 80 01 0B 00 00 00 00 00 10 0B 13 83 29 95 21 50 65 02 00 01 00 08 20 28 C4 
66      [00008517]  IRP_MJ_WRITE                    Length: 0030, Data: 12 34 56 00 1E 80 01 0B 00 00 00 00 00 10 0B 13 83 29 95 21 50 65 04 13 88 00 11 BC 8C 79 
67      [00008614]  IRP_MJ_WRITE                    Length: 0030, Data: 12 34 56 00 1E 80 01 0B 00 00 00 00 00 10 0B 13 83 29 95 21 50 65 02 13 88 00 10 F5 4C F7 
68      [00008711]  IRP_MJ_WRITE                    Length: 0030, Data: 12 34 56 00 1E 80 01 0B 00 00 00 00 00 10 0B 13 83 29 95 21 50 65 02 00 01 00 08 20 28 C4 
69      [00008857]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 32 80 01 0B 
70      [00008858]  IRP_MJ_READ                     Length: 0008, Data: 13 78 05 04 07 20 0B 13 
71      [00008858]  IRP_MJ_READ                     Length: 0008, Data: 83 29 50 69 00 65 2E 3A 
